ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Podocytes - Podocytes Selected	Podocytes - Intensity Cell HCScellmaskOrange Median	Podocytes - Intensity Cell HCScellmaskOrange Mean	Podocytes - Intensity CellPeriph Phalloidin647 Median	Podocytes - Intensity CellPeriph Phalloidin647 Mean	Podocytes - Intensity CellCenter Phalloidin647 Median	Podocytes - Intensity CellCenter Phalloidin647 Mean	Podocytes - Cell Roundness	Podocytes - Cell Area [µm²]	Podocytes - CellMorph Radial Relative Deviation	Podocytes - CellMorph Radial Mean	Podocytes - CellMorph Axial Length Ratio	Podocytes - CellMorph Axial Small Length	Podocytes - CellMorph Threshold Compactness 60%	Podocytes - CellMorph Threshold Compactness 50%	Podocytes - CellMorph Threshold Compactness 40%	Podocytes - CellMorph Threshold Compactness 30%	Podocytes - CellMorph Symmetry 15	Podocytes - CellMorph Symmetry 14	Podocytes - CellMorph Symmetry 13	Podocytes - CellMorph Symmetry 12	Podocytes - CellMorph Symmetry 05	Podocytes - CellMorph Symmetry 04	Podocytes - CellMorph Symmetry 03	Podocytes - CellMorph Symmetry 02	Podocytes - CellPeriphPhalloidin SER Bright 1 px	Podocytes - CellPeriphPhalloidin SER Ridge 1 px	Podocytes - CellPeriphPhalloidin SER Edge 1 px	Podocytes - CellCenterPhalloidin SER Bright 1 px	Podocytes - CellCenterPhalloidin SER Ridge 1 px	Podocytes - CellCenterPhalloidin SER Edge 1 px	Podocytes - Number of Spots per Area of CellPeriph	Podocytes - Number of Spots (2)	Podocytes - Relative Spot Intensity (2)	Podocytes - Total Spot Area (2)	Podocytes - Number of Spots per Area of CellCenter	Podocytes - Number of Spots	Podocytes - Relative Spot Intensity	Podocytes - Total Spot Area	ay	ax
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	36	315	745	[247,694,390,800]	0	860	1325.15	617	670.78	616	654.367	0.644351	3106.11	0.566732	27.3287	0.721884	26.0017	1.07337	1.088	0.860943	0.848391	0.0903593	0.07639	0.106754	0.206803	0.0437208	0.0343855	0.0584281	0.111574	0.0244167	0.0190444	0.0834763	0.0294147	0.0239068	0.0784913	0.00558867	30	0.633638	766	0.0104083	39	0.532621	713	203.61	195.65
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	37	449	702	[315,608,521,831]	1	969	1211.45	1100	1216.56	1230	1307.75	0.506478	8547.88	0.527826	54.241	0.566588	42.7585	1.01194	0.793718	0.636076	0.485806	0.0705007	0.157554	0.116197	0.421593	0.0213771	0.105916	0.0774833	0.312883	0.0313266	0.0252338	0.100683	0.0370771	0.0310203	0.105821	0.00808997	141	0.620254	3729	0.00935916	72	0.515967	2631	209.88	262.45
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	38	628	808	[565,720,689,874]	0	1111	1625.96	1026	1254.31	805	940.16	0.631189	4159.17	0.565548	32.4774	0.758982	31.901	0.923976	0.926522	0.757467	0.786278	0.0629567	0.0669759	0.162262	0.215379	0.0321528	0.0383955	0.100781	0.149367	0.0355453	0.0288155	0.110583	0.0435585	0.0367344	0.13231	0.0110475	81	0.618363	1807	0.011466	56	0.534461	1155	168.97	377.05
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	39	968	827	[815,755,1078,924]	1	1753	2774.61	1307	1502.39	2117	2192.76	0.492981	8851.28	0.578575	46.8028	0.725145	44.8908	0.742495	0.579214	0.715496	0.883771	0.0325585	0.0340581	0.0430536	0.171797	0.0234858	0.00856588	0.0279228	0.0428102	0.0361769	0.0299809	0.113433	0.0296896	0.0247298	0.0919732	0.0155601	266	0.750639	4489	0.0164137	146	0.575206	3630	153.18	559.09
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	40	178	856	[112,725,282,963]	1	724	1106.89	723	803.249	716	873.644	0.49372	6946.28	0.64008	43.7052	0.754	44.1813	1.03203	0.883168	0.89513	0.888806	0.0991277	0.108793	0.306173	0.176051	0.0364	0.0529156	0.166973	0.0691845	0.0311996	0.0251553	0.0917302	0.0373821	0.0328838	0.104549	0.00735714	103	0.661306	2503	0.00892997	57	0.545908	1135	138.48	120.89
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	41	291	838	[234,760,362,900]	0	871	1450.01	705	801.197	596	691.971	0.735671	3791.62	0.557628	30.1675	0.816124	30.8857	0.989071	0.952125	0.945088	0.921822	0.075643	0.0853069	0.208052	0.136071	0.040622	0.0434009	0.110165	0.0783116	0.0293044	0.02385	0.0953173	0.0429228	0.0356229	0.127019	0.00645355	43	0.547217	692	0.00735622	33	0.447855	476	149.91	174.7
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	42	434	876	[372,816,505,976]	1	696	1069.07	658	777.858	647	689.869	0.686561	5018.4	0.55916	34.2281	0.844296	35.7776	1.03346	1.01723	0.873395	0.812773	0.0458599	0.0454701	0.0487959	0.119746	0.024638	0.0299258	0.0345141	0.0738129	0.0292416	0.024578	0.0978883	0.0269845	0.0218212	0.084866	0.00693576	61	0.589477	1751	0.0077233	46	0.477155	1166	116.23	262.19
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	43	567	919	[466,762,663,1025]	1	848	1124.92	796	873.591	748	843.466	0.538823	8857.18	0.564352	51.3398	0.735889	49.4133	0.991693	0.945356	0.860726	0.659861	0.0771322	0.121238	0.261413	0.213024	0.0372997	0.0602296	0.163598	0.119139	0.0300444	0.0244732	0.0881937	0.0350245	0.0295499	0.107042	0.0066912	120	0.577943	2406	0.0107967	87	0.479628	1258	108.12	331.36
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	44	352	886	[317,817,423,1017]	0	734	1086.16	606	653.453	539	571.125	0.486598	2658.82	0.686165	34.9982	0.397137	22.1554	0.892107	0.816309	0.775223	0.737385	0.317465	0.234262	0.243653	0.628943	0.128374	0.150853	0.0559142	0.460769	0.0255466	0.0207539	0.0759232	0.021166	0.0168739	0.0670507	0.00561798	31	0.551954	401	0.00355872	8	0.484242	45	99.6	222.25
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	45	60	919	[1,779,153,1078]	1	843	1365.67	744	847.041	779	827.764	0.455806	7235.81	0.759696	45.7247	0.470242	34.5575	0.725646	0.814302	0.972354	0.980431	0.220774	0.22141	0.15384	0.434995	0.0917104	0.0856794	0.0685126	0.199238	0.0297749	0.0234963	0.0908749	0.0294703	0.0229188	0.0934583	0.00896374	132	0.65941	1615	0.0120203	78	0.540701	1056	100.32	38.97
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	46	1029	939	[959,843,1078,1078]	1	1479	2334.83	1154	1423.01	1108	1433.71	0.450555	5252.79	0.653099	38.8605	0.591546	33.4194	0.864345	1.05856	0.900356	0.791196	0.166767	0.210179	0.140125	0.321453	0.0919078	0.10445	0.0530105	0.201703	0.0350055	0.0260198	0.126234	0.0292052	0.0220436	0.0944658	0.0156731	173	0.710353	2719	0.0144761	63	0.555923	1382	75.96	615.24
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	47	180	969	[80,859,260,1063]	0	651	1037.16	695	827.913	656	704.235	0.397001	4060	0.744168	36.8423	0.615648	34.0489	0.937699	1.02086	1.03193	0.991892	0.212799	0.19184	0.392535	0.306974	0.0751739	0.102254	0.176273	0.201492	0.0314455	0.0249042	0.0947502	0.033974	0.0284793	0.0932757	0.0066594	55	0.591563	934	0.00860633	31	0.539139	300	71.14	105.59
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	48	654	991	[530,920,748,1078]	1	957	1561.23	755	939.904	930	1005.34	0.661655	6465.7	0.62243	40.2533	0.55355	32.4741	0.973115	0.876956	0.975981	0.910632	0.0509284	0.105788	0.0353385	0.39062	0.0422754	0.0435643	0.0108178	0.233197	0.0374355	0.0307215	0.116953	0.0370921	0.0291869	0.112825	0.00888262	107	0.578158	2225	0.0101894	71	0.464076	2025	51.63	384.59
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	49	315	982	[225,887,413,1078]	1	742	1150.77	620	772.869	554	663.049	0.500899	6043.71	0.560011	42.6442	0.882005	45.7216	0.767495	0.716723	0.700012	0.570534	0.112711	0.129639	0.252755	0.13004	0.0784212	0.0870822	0.164495	0.124484	0.0322817	0.0257976	0.100664	0.0267707	0.0223528	0.0917029	0.00598999	73	0.528676	1212	0.00375671	21	0.490241	294	52.47	187.96
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	50	878	976	[723,866,1043,1078]	1	2113	2692.27	1993	2460.18	2363	2719.37	0.564221	14767	0.4985	65.2327	0.808573	64.8118	1.07913	1.10134	0.489722	0.421424	0.041215	0.129925	0.165381	0.135393	0.0108639	0.0671142	0.141261	0.12991	0.0345103	0.0282822	0.113471	0.0350455	0.0309865	0.113526	0.0144368	426	0.73394	8843	0.0142703	198	0.593859	4497	58.81	527.54
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	51	462	1002	[407,960,515,1078]	0	706	1239.87	652	724.129	458	529.914	0.538018	2617.9	0.565428	25.7064	0.683092	23.5568	1.01724	1.0149	0.900629	0.934876	0.147504	0.0910222	0.0964145	0.26498	0.0754782	0.0424869	0.0253942	0.171828	0.0332711	0.0255195	0.101839	0.0326953	0.022795	0.102728	0.00811966	38	0.59682	849	0.00765391	23	0.481859	298	42.46	273.41
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	52	738	1032	[636,966,794,1078]	0	1545	2413.84	1243	1453.68	1370	1752.88	0.603898	3451.12	0.567782	31.9564	0.789872	32.2128	0.648329	0.577189	0.503778	0.404414	0.110662	0.0834529	0.341149	0.168993	0.0627271	0.0661832	0.209777	0.134679	0.0308697	0.0231921	0.104261	0.0385587	0.0275338	0.126186	0.0127706	82	0.568606	1148	0.0135281	50	0.47608	880	30.17	436.82
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	53	190	1048	[151,1013,255,1078]	0	883	1458.05	748	760.053	621	654.01	0.758771	1726.77	0.529346	21.4085	0.691939	19.4921	0.973478	1.01452	0.882452	0.917894	0.0530904	0.0570377	0.0181555	0.269769	0.0230741	0.0296337	0.0217488	0.170675	0.0243525	0.018284	0.0754175	0.0240604	0.0192362	0.0785391	0.00392017	11	0.502338	61	0.00752212	17	0.438992	65	21.64	124.08
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	54	34	1043	[1,988,123,1078]	0	783	1121.64	1090	1164.52	916	988.649	0.597123	2649.8	0.512958	30.4121	0.705039	27.8532	0.974501	0.9878	0.956695	0.901612	0.163497	0.0872043	0.144087	0.234841	0.0893393	0.0346983	0.0905518	0.153829	0.025397	0.019416	0.0844049	0.0234859	0.0170233	0.0824019	0.0094038	50	0.622555	740	0.0113452	28	0.543253	478	27.09	34.07
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	1	830	209	[641,1,1034,335]	1	1895	2416.12	1786	2160.56	2017	2390.5	0.473216	19883.2	0.578711	86.5322	0.520279	65.2581	0.798734	0.826783	0.45805	0.489608	0.246888	0.200039	0.255878	0.465864	0.137697	0.126212	0.170284	0.326258	0.0348089	0.028258	0.1145	0.0323005	0.025361	0.106738	0.015229	670	0.769556	13276	0.020569	295	0.654961	5305	-112.35	507.18
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	2	177	749	[80,625,255,821]	1	2131	2739.44	1405	1520.72	1791	2023.8	0.409519	6292.67	0.523824	47.0223	0.77443	45.965	0.963889	1.06055	1.04685	0.958455	0.087414	0.198363	0.125169	0.131546	0.0486856	0.159196	0.147898	0.089476	0.0258102	0.0226916	0.0870936	0.0254358	0.0193584	0.0896551	0.0147349	224	0.786053	4893	0.0161036	51	0.666157	1164	-438.53	110.94
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	3	457	1009	[396,871,650,1078]	1	408	814.835	405	480.896	402	417.909	0.465474	6299.61	0.74285	51.09	0.523468	41.7421	1.06353	1.08367	1.05074	1.06516	0.320731	0.0189497	0.398796	0.451904	0.168491	0.0326452	0.153698	0.337704	0.0207836	0.0175601	0.0791795	0.0122871	0.00946696	0.0525075	0.00603769	91	0.600626	3714	0.00363857	12	0.396674	1202	-603.93	298.97
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	4	270	37	[219,1,388,73]	0	920	1551.49	862	1025.1	897	1012.47	0.606755	2795.43	0.652172	29.2769	0.479101	21.3576	0.82643	0.836478	0.740475	0.7173	0.172383	0.186732	0.138622	0.449281	0.0946566	0.07753	0.108762	0.229164	0.0473212	0.0389163	0.138914	0.0374098	0.0294481	0.110171	0.0113552	61	0.643506	1534	0.011232	32	0.495618	902	-22.08	177.43
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	5	653	44	[559,1,717,101]	0	1274	2063.36	986	1293.9	1080	1245.85	0.640962	3051.33	0.571309	28.878	0.715116	27.3594	0.917296	0.860696	0.744124	0.656456	0.168725	0.0723365	0.219145	0.286009	0.0844637	0.0594614	0.140199	0.21549	0.0344064	0.0274099	0.124846	0.0358667	0.0290105	0.114616	0.00988069	53	0.629544	1055	0.010585	38	0.530631	1155	-29.12	387.54
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	6	872	54	[813,1,968,113]	0	2317	4210.14	1313	1569.96	1417	1624.44	0.670697	4575.95	0.558924	32.7428	0.803453	33.2254	0.948473	0.866844	0.760039	0.839199	0.0345672	0.0902416	0.0981186	0.122037	0.0108807	0.0492742	0.0476623	0.0429756	0.0299231	0.0242151	0.101153	0.0337798	0.0273067	0.111227	0.0146678	119	0.702227	1833	0.01707	91	0.589846	1841	-34.66	528
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	7	90	28	[13,1,121,178]	0	1965	2532.61	1050	1264.46	961	1273.26	0.445049	2576.29	0.654203	37.5115	0.391556	23.1132	0.864704	0.876325	0.806879	0.410156	0.356157	0.302456	0.245762	0.684719	0.206223	0.219717	0.151213	0.544655	0.0520093	0.0415776	0.142232	0.0601745	0.048152	0.156114	0.0131936	73	0.631471	1530	0.0149701	30	0.432339	254	-42.64	50.37
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	8	196	78	[141,1,249,188]	0	1139	1805.35	865	997.793	801	907.901	0.602518	4262.5	0.651949	35.8384	0.453125	24.9715	0.73044	0.701351	0.682327	0.846457	0.109611	0.266866	0.0488583	0.50255	0.0448597	0.14278	0.012529	0.297955	0.0392528	0.0300799	0.114009	0.0408679	0.0307859	0.114653	0.00798685	68	0.599005	1144	0.0109973	44	0.495828	771	-54.39	116.06
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	9	127	97	[92,1,153,137]	0	2346	3030.53	1066	1273.44	1071	1332.02	0.679169	1950.42	0.613551	25.1137	0.424243	16.2735	0.826583	0.730132	0.715907	0.704265	0.203337	0.221882	0.149359	0.550222	0.103598	0.103582	0.0716318	0.367901	0.0445659	0.0330986	0.128773	0.0423121	0.0287189	0.126416	0.00943674	32	0.581425	515	0.00859107	20	0.440476	342	-49.79	79.33
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	10	754	71	[667,1,835,157]	1	1660	2434.18	1242	1477.4	1172	1307.37	0.72138	6236.15	0.469962	45.4612	0.679096	39.9089	0.7505	0.721998	0.627759	0.514941	0.0872385	0.0252987	0.105016	0.326368	0.0620756	0.0168562	0.0675582	0.288225	0.0258878	0.0211355	0.0935805	0.0307611	0.0251491	0.103846	0.0120167	138	0.646008	2526	0.0136887	94	0.612591	2074	-48.17	447.92
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	11	266	121	[216,49,344,180]	0	1033	1526.68	891	1044.29	929	1024.24	0.703122	3444.88	0.568204	29.5692	0.635776	25.8047	0.97001	0.929554	0.901083	0.857092	0.0492331	0.0709465	0.104256	0.311283	0.0344247	0.0350499	0.0619676	0.182383	0.0393021	0.0323524	0.114786	0.0448522	0.0396356	0.122058	0.0085266	50	0.729012	1178	0.0103117	44	0.638645	942	-72.13	168.11
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	12	632	146	[564,83,690,200]	0	1294	1926.71	2704	2926.88	3099	3446.99	0.525751	2407.78	0.595558	26.0348	0.580301	21.5088	1.03636	0.702869	0.849718	0.864567	0.034729	0.122307	0.0368601	0.345707	0.0255431	0.0528712	0.025416	0.197255	0.0286449	0.0244326	0.100301	0.0330611	0.0301238	0.119334	0.0123457	55	0.686585	1952	0.0110984	29	0.439521	1001	-91.77	375.71
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	13	401	197	[325,1,453,290]	1	1070	1428.65	1195	1413.09	976	1075.36	0.462829	6724.02	0.64338	60.74	0.307631	30.0331	0.802922	0.730363	0.608369	0.548752	0.0430213	0.404722	0.00624431	0.768691	0.0531226	0.274074	0.0733176	0.613696	0.0371277	0.029265	0.120642	0.0385177	0.0320598	0.112812	0.00812848	124	0.636749	3578	0.0118532	52	0.479521	1104	-88.07	234.83
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	14	128	187	[74,122,236,245]	0	2029	2750.79	1842	2137.23	2537	2839.38	0.447597	3753.83	0.602925	32.134	0.892718	35.3392	0.912771	1.01344	0.901647	0.790195	0.157025	0.0804675	0.178353	0.105023	0.0935697	0.0400055	0.0841154	0.108748	0.0394488	0.0291165	0.122467	0.030626	0.0234657	0.0837591	0.00779402	56	0.557927	1317	0.00787815	30	0.394002	199	-113.82	85.76
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	15	306	202	[239,114,363,258]	0	1041	1653.61	862	977.586	882	1001.84	0.716093	3919.22	0.56404	30.3554	0.779226	30.2943	1.01001	0.890349	0.870572	0.779201	0.0348054	0.100908	0.183842	0.176399	0.0118244	0.0501167	0.0976859	0.1108	0.032189	0.0250309	0.0985705	0.0344134	0.0274364	0.0946164	0.0054516	37	0.684626	746	0.00612331	29	0.588267	405	-118.61	188.19
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	16	1007	266	[887,46,1078,383]	1	1444	2250.7	722	829.504	965	1005.03	0.534989	11304.8	0.591311	62.4699	0.61446	53.7322	0.653542	0.73223	0.646949	0.548764	0.128653	0.12882	0.238295	0.344591	0.0657488	0.0412031	0.136958	0.209662	0.0477814	0.0390269	0.131853	0.032427	0.0268413	0.0880492	0.0166003	400	0.713172	6795	0.0150055	137	0.457853	3491	-144.18	604
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	17	512	109	[394,1,622,414]	1	1109	1278.37	1381	1587.44	1460	1649.36	0.565344	18854.1	0.520031	95.8503	0.437954	61.2929	1.02365	0.786202	0.367091	0.169348	0.238947	0.22464	0.227949	0.577159	0.138269	0.135071	0.18561	0.439759	0.0330957	0.0275133	0.101527	0.0329093	0.0281969	0.109455	0.00941795	394	0.693319	11819	0.00756694	104	0.670548	4261	-104.5	303.01
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	18	602	271	[545,195,678,340]	0	1347	1792.4	1917	2043.72	2511	2636.55	0.683757	4693.5	0.483643	39.6319	0.710245	36.0514	0.767143	0.877167	0.889647	0.818487	0.045285	0.179389	0.127006	0.295207	0.0224628	0.115009	0.0775095	0.253904	0.0296741	0.0243259	0.0924247	0.0275342	0.0230407	0.0850277	0.012091	109	0.682139	2792	0.00773411	37	0.578976	2223	-163.99	363.87
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	19	210	244	[168,191,272,296]	0	1757	2298.45	1002	1109.14	1061	1236.85	0.683149	2306.53	0.529012	24.0429	0.7333	22.747	1.02654	0.937535	0.837719	0.745624	0.029764	0.125783	0.100137	0.24186	0.00922041	0.0641073	0.047961	0.168744	0.0395682	0.0322392	0.117465	0.0400014	0.0340929	0.105957	0.0072973	27	0.678129	585	0.00618893	19	0.562844	390	-151.59	133.48
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	20	140	282	[81,215,185,403]	0	1623	1931.19	1868	2008.31	1510	1583.61	0.590094	4087.05	0.487051	41.9345	0.476071	28.3545	0.986955	1.04891	0.861725	0.736817	0.181013	0.196485	0.138652	0.535333	0.0759368	0.153358	0.0539707	0.428458	0.0325874	0.0263467	0.0919488	0.0331382	0.0277948	0.102892	0.0136609	119	0.603386	2024	0.0152858	50	0.585716	819	-185.81	85.34
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	21	47	280	[1,14,102,361]	1	1546	1787.15	1824	1953.38	1924	2083.05	0.536478	8381.79	0.548123	79.324	0.271558	33.5256	0.978917	0.930357	0.909152	0.663896	0.319566	0.473413	0.157791	0.777328	0.226722	0.315663	0.0692565	0.621011	0.0317419	0.0273183	0.082732	0.0324298	0.0272035	0.0929075	0.0142651	286	0.704296	5262	0.0137079	61	0.688685	1356	-123.4	27.74
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	22	249	380	[158,232,392,492]	1	1489	1752.04	1645	1803.47	1695	1906.71	0.556313	12671.3	0.448796	65.6039	0.841457	65.4747	1.02277	0.61585	0.306324	0.276502	0.0576026	0.103996	0.0758797	0.123131	0.0315537	0.0658561	0.0386648	0.0805165	0.0342003	0.0272035	0.102271	0.034556	0.0276533	0.103775	0.0146605	375	0.63114	6245	0.0173668	203	0.446095	3678	-215.59	165.12
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	23	425	369	[354,273,494,444]	1	1176	1748.34	924	1091.88	897	1032.59	0.6029	5030.88	0.566795	34.7023	0.815628	35.6549	0.991257	0.8519	0.889003	0.79069	0.0423576	0.0570129	0.108761	0.155991	0.0225642	0.0295333	0.0477302	0.10096	0.0281592	0.0222615	0.0898575	0.036762	0.0298547	0.106364	0.0110697	98	0.60322	1652	0.012814	76	0.558611	1291	-222.72	252.32
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	24	67	426	[1,322,151,495]	1	1660	2453.74	1643	1759.13	1809	1952.51	0.645963	5578.73	0.467802	42.6548	0.825727	42.4035	0.864012	0.840797	0.688326	0.779328	0.157872	0.144712	0.0945885	0.190174	0.112585	0.126302	0.117327	0.184338	0.0333883	0.0277879	0.0950756	0.0457263	0.0401866	0.115662	0.0158884	180	0.7833	2574	0.0181531	92	0.576453	2040	-248.35	43.06
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	25	633	396	[512,321,734,483]	1	1367	1860.03	1529	1637.99	1314	1339.21	0.527641	6786.09	0.543488	46.1593	0.669717	41.343	1.10371	0.911199	0.671353	0.755424	0.0476842	0.286036	0.0487602	0.297467	0.0302545	0.17859	0.0534651	0.232794	0.032937	0.0271567	0.0927142	0.0366505	0.0309211	0.0999375	0.0160115	222	0.726552	3841	0.0164745	100	0.584626	2402	-236.16	372.57
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	26	129	517	[1,399,201,625]	1	1999	2468.66	1704	1855.01	1968	2118.24	0.503931	9465.71	0.508065	57.4129	0.697313	52.0918	0.61488	0.659085	0.716401	0.371159	0.0211437	0.170354	0.107004	0.321121	0.0425302	0.100157	0.0607183	0.286398	0.0255083	0.0210217	0.0855356	0.0245779	0.0197583	0.091081	0.0200612	413	0.73443	5955	0.019183	139	0.705555	2672	-314.36	66.08
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	27	919	462	[681,306,1078,696]	1	1185	1630.27	816	947.576	715	787.128	0.564298	32930.8	0.509298	97.7902	0.780716	95.5069	0.809011	1.01875	0.780439	0.864971	0.0778003	0.075229	0.18826	0.192624	0.0387897	0.0779355	0.176487	0.191425	0.0295523	0.0232295	0.0952467	0.0317366	0.0225645	0.101374	0.0151758	1049	0.782883	13985	0.017183	477	0.64175	8178	-286.94	545.7
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	28	529	585	[408,411,667,842]	1	1375	1789.66	830	1013.04	975	1119.54	0.617125	27276.8	0.517292	94.836	0.60821	78.4664	1.00613	0.748486	0.698753	0.709244	0.0533816	0.0841791	0.0321899	0.371747	0.0485761	0.0366341	0.0915347	0.2962	0.0340587	0.0272884	0.111264	0.0402521	0.0328489	0.129705	0.014581	826	0.831619	12256	0.018478	439	0.770678	5612	-373.54	320.51
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	29	305	595	[183,422,481,785]	1	1725	2172.04	1208	1372.94	1354	1485.15	0.539322	23354.8	0.49405	88.8418	0.752828	84.2856	0.882789	1.0205	0.670319	0.368929	0.0390235	0.111461	0.223615	0.216894	0.0326047	0.110739	0.179868	0.184727	0.0308122	0.0265262	0.0959096	0.0322682	0.0287833	0.0986018	0.0175557	857	0.753382	12611	0.0209119	416	0.6767	5865	-353.79	197.06
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	30	767	602	[636,504,915,706]	1	1467	2047.66	1059	1158.56	1538	1615.3	0.429909	11277.4	0.615943	54.3874	0.664427	49.9922	1.01216	1.01235	0.968939	0.802621	0.0781851	0.0775089	0.0715202	0.271551	0.0427745	0.0353543	0.0343033	0.143068	0.0324993	0.0272258	0.102701	0.0259157	0.0228027	0.0828949	0.0165845	390	0.762808	6411	0.0132388	127	0.760191	4780	-362.79	452.89
